 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100524_LT_serum_and_plasma_POS_34401,X20100524_LT_serum_and_plasma_POS_35501,X20100524_LT_serum_and_plasma_POS_35601,X20100524_LT_serum_and_plasma_POS_41101,X20100524_LT_serum_and_plasma_POS_42001,X20100524_LT_serum_and_plasma_POS_42101,isotopes,adduct,pcgroup,two batch common,three batch common,B1 flg,B2 flg,B3 flg,Query Mass,Name,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
,,,,,,,,,,benign,benign,benign,malignant,malignant,malignant,,,,,,,,,,,,,,,,,,,,
1,69.03419342,69.03321767,69.04,245.92731,232.9387206,246.9026396,453,258,120,625.64603,1099.268707,1085.138228,1050.722511,1063.436804,1149.045224,,,16,1,0,1,1,0,,,,,,,,,,,,
2,69.03475191,69.03273355,69.04,139.1728749,137.9480864,140.2645211,378,258,120,74.72040586,132.3111803,116.6844611,30.77175751,389.0462943,424.640566,,,31,0,0,1,0,0,,,,,,,,,,,,
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,1-Pentyne,C5H8,68.06260026,7,,,,,,340256,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,"1,4-Pentadiene",C5H8,68.06260026,7,,,,,,338898,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,Pent-2-yne,C5H8,68.06260026,7,,,,,,335229,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,"3-Methylbuta-1,2-diene",C5H8,68.06260026,7,,,,,,319520,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,3-Methylbut-1-yne,C5H8,68.06260026,7,,,,,,319516,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,"2,3-Pentadiene",C5H8,68.06260026,7,,,,,,316235,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,1-Ethylcycloprop-1-ene,C5H8,68.06260026,7,,,,,,297669,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,Cyclopentene,C5H8,68.06260026,7,,,,,,292175,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,"1,3-Pentadiene",C5H8,68.06260026,7,,,,,,288776,-1
3,69.07038398,69.0651719,69.08,33.99405922,22.1075701,36.28299592,433,257,119,411.8990438,297.269514,288.6894146,161.7262942,323.1232275,288.7254698,,,204,1,0,1,1,0,69.07038398,Isoprene,C5H8,68.0626,7,6557,,,C16521,,71229,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,1-Pentyne,C5H8,68.06260026,9,,,,,,340256,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,"1,4-Pentadiene",C5H8,68.06260026,9,,,,,,338898,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,Pent-2-yne,C5H8,68.06260026,9,,,,,,335229,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,"3-Methylbuta-1,2-diene",C5H8,68.06260026,9,,,,,,319520,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,3-Methylbut-1-yne,C5H8,68.06260026,9,,,,,,319516,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,"2,3-Pentadiene",C5H8,68.06260026,9,,,,,,316235,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,1-Ethylcycloprop-1-ene,C5H8,68.06260026,9,,,,,,297669,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,Cyclopentene,C5H8,68.06260026,9,,,,,,292175,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,"1,3-Pentadiene",C5H8,68.06260026,9,,,,,,288776,-1
4,69.07054528,69.06498697,69.07923696,373.0314658,364.482466,376.2825876,368,245,120,202.9040807,296.2329594,294.0201161,410.1495823,427.6517397,376.6920992,,,35,1,0,1,1,0,69.07054528,Isoprene,C5H8,68.0626,9,6557,,,C16521,,71229,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,Propyl isocyanide,C4H7N,69.05784922,7,,,,,,335239,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,"1H-Pyrrole, 2,5-dihydro-",C4H7N,69.05784922,7,,,,,,335028,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,Isopropyl isocyanide,C4H7N,69.05784922,7,,,,,,319533,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,"Aziridine, 1-methyl-2-methylene-",C4H7N,69.05784922,7,,,,,,300829,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,Butanenitrile,C4H7N,69.05784922,7,,,,,,287987,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,2-Methylpropanenitrile,C4H7N,69.05784922,7,,,,,,287362,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,Isobutyronitrile,C4H7N,69.0578,8,6559,,,C02420,,65767,-1
5,70.06564022,70.06,70.06644093,22.76049883,20.6112632,23.41842126,378,258,120,672.4523491,551.9022201,590.6839658,236.145254,201.4043614,210.8535565,,,63,1,0,1,1,0,70.06564022,1-Pyrroline,C4H7N,69.05784923,7,79803,HMDB0060246,,C15668,,71009,-1
6,71.08544963,71.08,71.08677153,379.2224186,365.7595673,396.2037289,408,258,120,303.3162276,491.9301629,574.0414639,553.3290394,323.7800785,437.7821533,,,201,0,0,1,0,0,71.08544963,3-Methyl-1-butene,C5H10,70.07825032,1,,,,,,338466,-1
6,71.08544963,71.08,71.08677153,379.2224186,365.7595673,396.2037289,408,258,120,303.3162276,491.9301629,574.0414639,553.3290394,323.7800785,437.7821533,,,201,0,0,1,0,0,71.08544963,2-Pentene,C5H10,70.07825032,1,,,,,,335010,-1
6,71.08544963,71.08,71.08677153,379.2224186,365.7595673,396.2037289,408,258,120,303.3162276,491.9301629,574.0414639,553.3290394,323.7800785,437.7821533,,,201,0,0,1,0,0,71.08544963,2-Methyl-2-butene,C5H10,70.07825032,1,,,,,,288801,-1
6,71.08544963,71.08,71.08677153,379.2224186,365.7595673,396.2037289,408,258,120,303.3162276,491.9301629,574.0414639,553.3290394,323.7800785,437.7821533,,,201,0,0,1,0,0,71.08544963,1-Pentene,C5H10,70.07825032,1,,,,,,286045,-1
6,71.08544963,71.08,71.08677153,379.2224186,365.7595673,396.2037289,408,258,120,303.3162276,491.9301629,574.0414639,553.3290394,323.7800785,437.7821533,,,201,0,0,1,0,0,71.08544963,Cyclopentane,C5H10,70.07825032,1,,,,,,283390,-1
7,71.08602105,71.08378786,71.08667869,415.3436422,407.0341482,417.8893959,243,149,73,466.9777648,396.5787932,593.9247512,509.2075543,326.4389454,409.4276638,,,27,0,0,1,0,0,71.08602105,3-Methyl-1-butene,C5H10,70.07825032,7,,,,,,338466,-1
7,71.08602105,71.08378786,71.08667869,415.3436422,407.0341482,417.8893959,243,149,73,466.9777648,396.5787932,593.9247512,509.2075543,326.4389454,409.4276638,,,27,0,0,1,0,0,71.08602105,2-Pentene,C5H10,70.07825032,7,,,,,,335010,-1
7,71.08602105,71.08378786,71.08667869,415.3436422,407.0341482,417.8893959,243,149,73,466.9777648,396.5787932,593.9247512,509.2075543,326.4389454,409.4276638,,,27,0,0,1,0,0,71.08602105,2-Methyl-2-butene,C5H10,70.07825032,7,,,,,,288801,-1
7,71.08602105,71.08378786,71.08667869,415.3436422,407.0341482,417.8893959,243,149,73,466.9777648,396.5787932,593.9247512,509.2075543,326.4389454,409.4276638,,,27,0,0,1,0,0,71.08602105,1-Pentene,C5H10,70.07825032,7,,,,,,286045,-1
7,71.08602105,71.08378786,71.08667869,415.3436422,407.0341482,417.8893959,243,149,73,466.9777648,396.5787932,593.9247512,509.2075543,326.4389454,409.4276638,,,27,0,0,1,0,0,71.08602105,Cyclopentane,C5H10,70.07825032,7,,,,,,283390,-1
8,72.08108465,72.07939036,72.08189769,23.7091296,22.93064581,24.44701936,378,258,120,2439.857999,1257.615858,1207.073784,232.2008983,733.3341838,663.2024796,,,46,1,0,1,1,0,72.08108465,2-Ethylaziridine,C4H9N,71.07349929,4,,,,,,326385,-1
8,72.08108465,72.07939036,72.08189769,23.7091296,22.93064581,24.44701936,378,258,120,2439.857999,1257.615858,1207.073784,232.2008983,733.3341838,663.2024796,,,46,1,0,1,1,0,72.08108465,3-Buten-1-amine,C4H9N,71.0735,4,443732,,,C12244,,69390,-1
8,72.08108465,72.07939036,72.08189769,23.7091296,22.93064581,24.44701936,378,258,120,2439.857999,1257.615858,1207.073784,232.2008983,733.3341838,663.2024796,,,46,1,0,1,1,0,72.08108465,Pyrrolidine,C4H9N,71.07349929,4,31268,HMDB0031641,,,,87832,-1
9,72.08069086,72.07956042,72.08235662,130.8501594,126.3459392,146.5840461,381,258,120,28.83034409,83.60821469,95.1070535,158.7218363,341.5973622,278.6141396,,,80,1,0,1,1,0,72.08069086,2-Ethylaziridine,C4H9N,71.07349929,1,,,,,,326385,-1
9,72.08069086,72.07956042,72.08235662,130.8501594,126.3459392,146.5840461,381,258,120,28.83034409,83.60821469,95.1070535,158.7218363,341.5973622,278.6141396,,,80,1,0,1,1,0,72.08069086,3-Buten-1-amine,C4H9N,71.0735,1,443732,,,C12244,,69390,-1
9,72.08069086,72.07956042,72.08235662,130.8501594,126.3459392,146.5840461,381,258,120,28.83034409,83.60821469,95.1070535,158.7218363,341.5973622,278.6141396,,,80,1,0,1,1,0,72.08069086,Pyrrolidine,C4H9N,71.07349929,1,31268,HMDB0031641,,,,87832,-1
10,79.02165193,79.0157798,79.02364666,23.96981684,16.35130492,24.82506381,378,258,120,297.5613189,276.085397,295.1525867,55.67730726,60.50182919,70.51995992,,,46,1,0,1,1,0,79.02165193,2-Mercaptoethanol,C2H6OS,78.01393581,5,,,,,,287178,-1
10,79.02165193,79.0157798,79.02364666,23.96981684,16.35130492,24.82506381,378,258,120,297.5613189,276.085397,295.1525867,55.67730726,60.50182919,70.51995992,,,46,1,0,1,1,0,79.02165193,dimethyl sulfoxide,C2H6OS,78.0139355,5,,,,,,3985,-1
10,79.02165193,79.0157798,79.02364666,23.96981684,16.35130492,24.82506381,378,258,120,297.5613189,276.085397,295.1525867,55.67730726,60.50182919,70.51995992,,,46,1,0,1,1,0,79.02165193,Mercaptoethanol,C2H6OS,78.0139,6,1567,,,C00928,,65543,-1
10,79.02165193,79.0157798,79.02364666,23.96981684,16.35130492,24.82506381,378,258,120,297.5613189,276.085397,295.1525867,55.67730726,60.50182919,70.51995992,,,46,1,0,1,1,0,79.02165193,Dimethyl sulfoxide,C2H6OS,78.0139355,5,679,HMDB0002151,,C11143,,269771,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,"1,5-Hexadiyne",C6H6,78.04695019,5,,,,,,340295,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,"Ether, 2-fluoroethyl methyl",C3H7FO,78.04809306,9,,,,,,335265,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,"3,3'-Bicylopropenyl",C6H6,78.04695019,5,,,,,,334675,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,"Bicyclo(2.2.0)hexa-2,5-diene",C6H6,78.04695019,5,,,,,,302845,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,Benzene-D6,C6H6,78.04695019,5,,,,,,299701,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,"3,4-Dimethylenecyclobut-1-ene",C6H6,78.04695019,5,,,,,,274918,-1
11,79.05464164,79.05390213,79.06,52.28008576,37.06784079,55.57713876,380,258,120,569.5278354,318.0428778,292.0294515,489.7369042,588.6902465,520.8714216,,,23,1,0,1,1,0,79.05464164,Benzene,C6H6,78.04695019,5,241,HMDB0001505,,C01407,,6285,-1
12,80.94968539,80.94,80.95428572,19.88000313,19.40645849,28.64931871,388,258,120,1296.829284,4959.255426,5070.096846,3761.25753,4211.905191,4160.864339,,[M+Na]+ 57.9606,110,0,0,1,0,0,,,,,,,,,,,,
13,81.03454571,81.03297421,81.04484894,245.9609043,233.2616485,246.8421392,369,250,118,240.8936013,433.0531425,399.7262753,473.3467703,402.0255431,440.7793628,,,16,1,0,1,1,0,,,,,,,,,,,,
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342,,,27,1,0,1,1,0,81.07019748,"1,4-Cyclohexadiene",C6H8,80.06260026,4,,,,,,340318,-1
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342,,,27,1,0,1,1,0,81.07019748,"4-Hexen-1-yne, (4E)-",C6H8,80.06260026,4,,,,,,339883,-1
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342,,,27,1,0,1,1,0,81.07019748,1-Hexen-5-yne,C6H8,80.06260026,4,,,,,,337727,-1
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342,,,27,1,0,1,1,0,81.07019748,"5-Methylcyclopenta-1,3-diene",C6H8,80.06260026,4,,,,,,319867,-1
14,81.07019748,81.0648745,81.07876703,415.0718134,406.1627981,422.2997144,418,256,118,812.5184911,720.3618919,932.4542503,1171.74042,831.7815275,971.5877342,,,27,1,0,1,1,0,81.07019748,Bicyclo[3.1.0]hex-1(5)-ene,C6H8,80.06260026,4,,,,,,275939,-1
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557,,,35,1,0,1,1,0,81.07019986,"1,4-Cyclohexadiene",C6H8,80.06260026,4,,,,,,340318,-1
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557,,,35,1,0,1,1,0,81.07019986,"4-Hexen-1-yne, (4E)-",C6H8,80.06260026,4,,,,,,339883,-1
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557,,,35,1,0,1,1,0,81.07019986,1-Hexen-5-yne,C6H8,80.06260026,4,,,,,,337727,-1
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557,,,35,1,0,1,1,0,81.07019986,"5-Methylcyclopenta-1,3-diene",C6H8,80.06260026,4,,,,,,319867,-1
15,81.07019986,81.06508162,81.0793658,372.9871967,364.0210655,381.1434192,410,256,118,555.348475,781.8672311,824.7354116,1086.273347,754.8438403,981.5669557,,,35,1,0,1,1,0,81.07019986,Bicyclo[3.1.0]hex-1(5)-ene,C6H8,80.06260026,4,,,,,,275939,-1
16,82.01588507,82.01297413,82.02,16.68237162,15.90449308,19.56999959,378,258,120,1499.314251,39.02439549,83.27163921,78.5200902,37.25785865,35.87065738,,,112,0,0,1,0,0,,,,,,,,,,,,
17,82.94679957,82.94,82.94757773,19.8809136,19.40645849,23.32972585,378,258,120,433.3137528,1657.61918,1650.780188,1306.539892,1373.977767,1427.851741,,[M+Na]+ 59.9578,110,0,0,1,0,0,,,,,,,,,,,,
18,83.04956874,83.04063273,83.05101003,245.9469753,232.9387206,246.6115789,415,257,120,387.5747488,684.8563323,708.2085436,1065.349337,963.855353,1015.25716,,,16,1,0,1,1,0,83.04956874,"1,2-Butadienone, 3-methyl-",C5H6O,82.04186481,5,,,,,,340121,-1
18,83.04956874,83.04063273,83.05101003,245.9469753,232.9387206,246.6115789,415,257,120,387.5747488,684.8563323,708.2085436,1065.349337,963.855353,1015.25716,,,16,1,0,1,1,0,83.04956874,Pent-2-ynal,C5H6O,82.04186481,5,,,,,,295045,-1
18,83.04956874,83.04063273,83.05101003,245.9469753,232.9387206,246.6115789,415,257,120,387.5747488,684.8563323,708.2085436,1065.349337,963.855353,1015.25716,,,16,1,0,1,1,0,83.04956874,"2,4-Pentadienal",C5H6O,82.04186481,5,5356697,HMDB0031597,,,,87795,-1
18,83.04956874,83.04063273,83.05101003,245.9469753,232.9387206,246.6115789,415,257,120,387.5747488,684.8563323,708.2085436,1065.349337,963.855353,1015.25716,,,16,1,0,1,1,0,83.04956874,2-Methylfuran,C5H6O,82.04186481,5,10797,HMDB0013749,,,,85263,-1
19,83.04957011,83.04106386,83.0548257,139.215858,138.0710143,142.9292434,362,244,118,65.29300027,89.13542352,100.0078504,56.23156334,413.8127313,431.3478654,,,31,1,0,1,1,0,83.04957011,"1,2-Butadienone, 3-methyl-",C5H6O,82.04186481,5,,,,,,340121,-1
19,83.04957011,83.04106386,83.0548257,139.215858,138.0710143,142.9292434,362,244,118,65.29300027,89.13542352,100.0078504,56.23156334,413.8127313,431.3478654,,,31,1,0,1,1,0,83.04957011,Pent-2-ynal,C5H6O,82.04186481,5,,,,,,295045,-1
19,83.04957011,83.04106386,83.0548257,139.215858,138.0710143,142.9292434,362,244,118,65.29300027,89.13542352,100.0078504,56.23156334,413.8127313,431.3478654,,,31,1,0,1,1,0,83.04957011,"2,4-Pentadienal",C5H6O,82.04186481,5,5356697,HMDB0031597,,,,87795,-1
19,83.04957011,83.04106386,83.0548257,139.215858,138.0710143,142.9292434,362,244,118,65.29300027,89.13542352,100.0078504,56.23156334,413.8127313,431.3478654,,,31,1,0,1,1,0,83.04957011,2-Methylfuran,C5H6O,82.04186481,5,10797,HMDB0013749,,,,85263,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,"1,5-Hexadiene",C6H10,82.07825032,0,,,,,,323673,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,"2,3-Hexadiene",C6H10,82.07825032,0,,,,,,316659,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,"1,1'-Bicyclopropyl",C6H10,82.07825032,0,,,,,,304496,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,Cyclohexene,C6H10,82.07825032,0,,,,,,299868,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,"1,4-Hexadiene",C6H10,82.07825032,0,,,,,,289016,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,"2,3-Dimethyl-1,3-butadiene",C6H10,82.07825032,0,,,,,,271159,-1
20,83.08544816,83.08,83.08669304,414.7627848,393.5674509,422.2997144,500,258,120,623.449351,620.8059841,815.0430311,730.4002324,488.2325803,599.204875,,,27,1,0,1,1,0,83.08544816,3-Methylcyclopentene,C6H10,82.07825032,0,14263,HMDB0031544,,,,87753,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,"1,5-Hexadiene",C6H10,82.07825032,0,,,,,,323673,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,"2,3-Hexadiene",C6H10,82.07825032,0,,,,,,316659,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,"1,1'-Bicyclopropyl",C6H10,82.07825032,0,,,,,,304496,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,Cyclohexene,C6H10,82.07825032,0,,,,,,299868,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,"1,4-Hexadiene",C6H10,82.07825032,0,,,,,,289016,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,"2,3-Dimethyl-1,3-butadiene",C6H10,82.07825032,0,,,,,,271159,-1
21,83.08558201,83.08,83.08671129,372.9629659,365.3168157,374.3071394,383,258,120,484.8605956,704.4755713,708.5208636,814.6680502,535.3110286,650.583134,,,35,1,0,1,1,0,83.08558201,3-Methylcyclopentene,C6H10,82.07825032,0,14263,HMDB0031544,,,,87753,-1
22,84.04464295,84.04,84.04536171,23.69098314,21.91248154,24.51893896,378,258,120,665.7747364,587.324698,553.344419,781.9464225,675.4622584,652.0437538,,,46,0,0,1,0,0,84.04464295,4-Methyloxazole,C4H5NO,83.03711378,3,,,,,,271517,-1
23,84.0441964,84.04,84.04586455,101.6454595,99.34474032,106.7416545,378,258,120,61.52225307,645.3984484,685.1443663,219.9380774,627.6624308,570.9949474,,,83,0,0,1,0,0,84.0441964,4-Methyloxazole,C4H5NO,83.03711378,2,,,,,,271517,-1
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047,,,46,1,0,1,1,0,84.0808886,"Propanenitrile, 2,2-dimethyl-",C5H9N,83.07349929,1,,,,,,340437,-1
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047,,,46,1,0,1,1,0,84.0808886,Isobutyl isocyanide,C5H9N,83.07349929,1,,,,,,315682,-1
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047,,,46,1,0,1,1,0,84.0808886,pent-1-yn-3-amine,C5H9N,83.07349929,1,,,,,,305405,-1
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047,,,46,1,0,1,1,0,84.0808886,6-Azabicyclo[3.1.0]hexane,C5H9N,83.07349929,1,,,,,,298326,-1
24,84.0808886,84.07978791,84.08204572,23.37738861,16.81879964,24.3458556,378,258,120,636.0915357,233.053133,225.311695,176.4674175,253.2837728,237.5057047,,,46,1,0,1,1,0,84.0808886,2-Azabicyclo[2.2.0]hexane,C5H9N,83.07349929,1,,,,,,298321,-1
