 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100524_LT_serum_and_plasma_POS_34401,X20100524_LT_serum_and_plasma_POS_35501,X20100524_LT_serum_and_plasma_POS_35601,X20100524_LT_serum_and_plasma_POS_41101,X20100524_LT_serum_and_plasma_POS_42001,X20100524_LT_serum_and_plasma_POS_42101,isotopes,adduct,pcgroup,two batch common,three batch common,B1 flg,B2 flg,B3 flg,Query Mass,Name,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
,,,,,,,,,,benign,benign,benign,malignant,malignant,malignant,,,,,,,,,,,,,,,,,,,,
126,135.0815259,135.0805494,135.0828467,245.9895291,245.5019072,257.380633,380,258,120,10634.54637,20827.28459,19502.67942,16411.40798,15997.24097,16134.17087,[61][M]+,[M+H]+ 134.075,16,1,1,1,1,1,135.0815259,(4-Methylphenyl)acetaldehyde,C9H10O,134.0731649,8,61006,HMDB0029639,,,,86393,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"Benzene, (1-methoxyethenyl)-",C9H10O,134.0731649,6,,,,,,340708,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"Benzene, 1-ethenyl-2-methoxy-",C9H10O,134.0731649,6,,,,,,339455,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"2-Propanone, 1-phenyl-",C9H10O,134.0731649,6,,,,,,334670,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Hydratropaldehyde,C9H10O,134.0731649,6,,,,,,328697,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Indan-5-ol,C9H10O,134.0731649,6,,,,,,325755,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,beta-Methylenephenethyl alcohol,C9H10O,134.0731649,6,,,,,,320782,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"Benzaldehyde, 3,5-dimethyl-",C9H10O,134.0731649,6,,,,,,309624,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,1-Phenylpropan-1-one,C9H10O,134.0731649,6,,,,,,309429,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,p-Methylacetophenone,C9H10O,134.0731649,6,,,,,,309096,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"3,4-Dimethylbenzaldehyde",C9H10O,134.0731649,6,,,,,,303915,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,3-Phenyl-2-propen-1-ol,C9H10O,134.0731649,6,,,,,,303470,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,2-(Cyclopropylethynyl)cyclobutan-1-one,C9H10O,134.0731649,6,,,,,,275665,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,2-Allylphenol,C9H10O,134.0731649,6,,,,,,271883,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"2,5-Dimethylbenzaldehyde",C9H10O,134.0731649,6,,,,,,265044,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,1-ethenyl-4-methoxy-Benzene,C9H10O,134.0731649,6,,,,,,263579,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Phenylmethyl methyl ketone,C9H10O,134.0731649,6,,,,,,1963,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Phenylacetone,C9H10O,134.0732,6,7678,,,C15512,,,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,m-Methylacetophenone,C9H10O,134.0731649,6,11455,HMDB0059895,,,,,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Indan-1-ol,C9H10O,134.0731649,6,22819,HMDB0059601,,C01710,,65635,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,o-Vinylanisole,C9H10O,134.0731649,6,61153,HMDB0036441,,,,91576,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"7-Nonene-3,5-diyn-1-ol",C9H10O,134.0731649,6,101407615,HMDB0034563,,,,90027,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Chavicol,C9H10O,134.0731649,6,68148,HMDB0034107,,C16930,,71442,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,3-Phenylpropanal,C9H10O,134.0731649,6,7707,HMDB0033716,,,,89494,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,1-Phenyl-1-propanone,C9H10O,134.0731649,6,7148,HMDB0032623,,,,88573,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,4'-Methylacetophenone,C9H10O,134.0731649,6,8500,HMDB0032608,,,,88563,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,"2,4-Dimethylbenzaldehyde",C9H10O,134.0731649,6,61814,HMDB0032142,,,,88221,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,4-Ethylbenzaldehyde,C9H10O,134.0731649,6,20861,HMDB0032024,,,,88126,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,2-Phenylpropanal,C9H10O,134.0731649,6,7146,HMDB0031626,,,,87820,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,(Z)-4-(1-Propenyl)phenol;Isochavicol,C9H10O,134.0731649,6,5791138;5474441,HMDB0030839;, ,;C20464, ,87224;,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,Cinnamyl alcohol;trans-Cinnamyl alcohol,C9H10O,134.0731649,6,5280511;5315892,HMDB0029697;HMDB0029698, ,;C02394, ,65764;,-1
127,135.0813381,135.08,135.0826533,233.3934646,228.4989528,234.3811829,378,258,120,611.5485072,2194.319326,2031.308851,1370.738581,1656.985119,2058.801713,,,57,1,0,1,1,0,135.0813381,(4-Methylphenyl)acetaldehyde,C9H10O,134.0731649,6,61006,HMDB0029639,,,,86393,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"Benzene, (1-methoxyethenyl)-",C9H10O,134.0731649,6,,,,,,340708,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"Benzene, 1-ethenyl-2-methoxy-",C9H10O,134.0731649,6,,,,,,339455,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"2-Propanone, 1-phenyl-",C9H10O,134.0731649,6,,,,,,334670,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Hydratropaldehyde,C9H10O,134.0731649,6,,,,,,328697,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Indan-5-ol,C9H10O,134.0731649,6,,,,,,325755,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,beta-Methylenephenethyl alcohol,C9H10O,134.0731649,6,,,,,,320782,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"Benzaldehyde, 3,5-dimethyl-",C9H10O,134.0731649,6,,,,,,309624,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,1-Phenylpropan-1-one,C9H10O,134.0731649,6,,,,,,309429,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,p-Methylacetophenone,C9H10O,134.0731649,6,,,,,,309096,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"3,4-Dimethylbenzaldehyde",C9H10O,134.0731649,6,,,,,,303915,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,3-Phenyl-2-propen-1-ol,C9H10O,134.0731649,6,,,,,,303470,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,2-(Cyclopropylethynyl)cyclobutan-1-one,C9H10O,134.0731649,6,,,,,,275665,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,2-Allylphenol,C9H10O,134.0731649,6,,,,,,271883,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"2,5-Dimethylbenzaldehyde",C9H10O,134.0731649,6,,,,,,265044,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,1-ethenyl-4-methoxy-Benzene,C9H10O,134.0731649,6,,,,,,263579,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Phenylmethyl methyl ketone,C9H10O,134.0731649,6,,,,,,1963,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Phenylacetone,C9H10O,134.0732,6,7678,,,C15512,,,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,m-Methylacetophenone,C9H10O,134.0731649,6,11455,HMDB0059895,,,,,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Indan-1-ol,C9H10O,134.0731649,6,22819,HMDB0059601,,C01710,,65635,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,o-Vinylanisole,C9H10O,134.0731649,6,61153,HMDB0036441,,,,91576,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"7-Nonene-3,5-diyn-1-ol",C9H10O,134.0731649,6,101407615,HMDB0034563,,,,90027,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Chavicol,C9H10O,134.0731649,6,68148,HMDB0034107,,C16930,,71442,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,3-Phenylpropanal,C9H10O,134.0731649,6,7707,HMDB0033716,,,,89494,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,1-Phenyl-1-propanone,C9H10O,134.0731649,6,7148,HMDB0032623,,,,88573,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,4'-Methylacetophenone,C9H10O,134.0731649,6,8500,HMDB0032608,,,,88563,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,"2,4-Dimethylbenzaldehyde",C9H10O,134.0731649,6,61814,HMDB0032142,,,,88221,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,4-Ethylbenzaldehyde,C9H10O,134.0731649,6,20861,HMDB0032024,,,,88126,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,2-Phenylpropanal,C9H10O,134.0731649,6,7146,HMDB0031626,,,,87820,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,(Z)-4-(1-Propenyl)phenol;Isochavicol,C9H10O,134.0731649,6,5791138;5474441,HMDB0030839;, ,;C20464, ,87224;,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,Cinnamyl alcohol;trans-Cinnamyl alcohol,C9H10O,134.0731649,6,5280511;5315892,HMDB0029697;HMDB0029698, ,;C02394, ,65764;,-1
128,135.0813241,135.08,135.0830233,139.2532916,128.8679309,140.5460176,384,258,120,786.2641811,1095.297713,1142.415067,483.8563372,3456.841306,3649.597535,,,31,1,0,1,1,0,135.0813241,(4-Methylphenyl)acetaldehyde,C9H10O,134.0731649,6,61006,HMDB0029639,,,,86393,-1
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,"1,2,3,4-Tetrahydroquinoline",C9H11N,133.0891494,7,,,,,,340481,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,2-Methyl-1-phenylaziridine,C9H11N,133.0891494,7,,,,,,327308,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,2-Methyl-5-(prop-1-en-2-yl)pyridine,C9H11N,133.0891494,7,,,,,,327303,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,"Pyridine, 5-ethyl-2-vinyl-",C9H11N,133.0891494,7,,,,,,286111,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,N-Allylaniline,C9H11N,133.0891494,7,,,,,,271258,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,(1E)-N-Methyl-2-phenylethan-1-imine,C9H11N,133.0891494,7,,,,,,268148,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,2-AI,C9H11N,133.0891494,7,,,,,,96600,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,2-Methylindoline,C9H11N,133.089149,7,,,,,,812,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,Tranylcypromine,C9H11N,133.0891494,7,441233,HMDB0014890,,C07155,,2895,125
129,135.1005441,135.0968435,135.1043664,105.2683746,103.9190024,106.8800438,378,258,120,743.5261095,866.8156183,852.7203155,2977.773574,3013.067765,2870.821191,[6][M+1]+,,2,1,1,1,1,1,135.1005441,"1,2,3,4-Tetrahydroisoquinoline",C9H11N,133.0891494,7,7046,HMDB0012489,,,,286614,125
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942,,[M+Na]+ 113.059,43,1,0,1,1,0,136.0473019,"5-Methoxy-1-methyl-1H-1,2,3-triazole",C4H7N3O,113.0589118,3,,,,,,298631,75
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942,,[M+Na]+ 113.059,43,1,0,1,1,0,136.0473019,"3H-1,2,4-Triazol-3-one, 2,4-dihydro-4,5-dimethyl-",C4H7N3O,113.0589118,3,,,,,,292071,75
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942,,[M+Na]+ 113.059,43,1,0,1,1,0,136.0473019,"5-ethyl-1,3,4-oxadiazol-2-amine",C4H7N3O,113.0589118,3,,,,,,282673,75
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942,,[M+Na]+ 113.059,43,1,0,1,1,0,136.0473019,3-(N-Nitrosomethylamino)propionitrile,C4H7N3O,113.0589,3,62163,,,C19280,,72998,75
130,136.0473019,136.0349468,136.0504146,21.10603589,19.8319978,33.17716509,373,253,117,67.08781994,334.1779631,190.5953768,229.0972173,240.6823995,287.3924942,,[M+Na]+ 113.059,43,1,0,1,1,0,136.0473019,Creatinine,C4H7N3O,113.0589119,3,588,HMDB0000562,,C00791,,8,75
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,2-Propionylpyridine,C8H9NO,135.0684139,4,,,,,,339921,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"Benzamide, 4-methyl-",C8H9NO,135.0684139,4,,,,,,339810,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"Ethanone, 1-phenyl-, oxime",C8H9NO,135.0684139,4,,,,,,339523,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,4-Pyridinylacetone,C8H9NO,135.0684139,4,,,,,,337974,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"2-Propanone, 1-(2-pyridyl)-",C8H9NO,135.0684139,4,,,,,,337748,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,1-(Pyridin-4-yl)prop-2-en-1-ol,C8H9NO,135.0684139,4,,,,,,335322,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,Benzeneacetamide,C8H9NO,135.0684139,4,,,,,,334677,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"Formamide, N-(2-methylphenyl)-",C8H9NO,135.0684139,4,,,,,,334058,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"Formamide, N-methyl-N-phenyl-",C8H9NO,135.0684139,4,,,,,,334001,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,m-Toluamide,C8H9NO,135.0684139,4,,,,,,330578,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,4-Aminoacetophenone,C8H9NO,135.0684139,4,,,,,,328829,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,Phenacylamine,C8H9NO,135.0684139,4,,,,,,327691,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,"1H-Pyrrolizin-1-one, 2,3-dihydro-7-methyl-",C8H9NO,135.0684139,4,,,,,,323946,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,beta-Methylenepyridine-2-ethanol,C8H9NO,135.0684139,4,,,,,,312454,-1
131,136.0763405,136.0716504,136.08,29.13205349,22.80102234,48.84339027,401,258,120,4359.542788,2734.729078,2788.890252,845.7017459,1454.176702,1414.05933,,,98,1,1,1,1,1,136.0763405,Allyl 2-pyridyl ether,C8H9NO,135.0684139,4,,,,,,312209,-1
