 ,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100607_LT_serum_and_plasma_NEG_41101,X20100607_LT_serum_and_plasma_NEG_42001,X20100607_LT_serum_and_plasma_NEG_42101,isotopes,adduct,pcgroup,two batch common,three batch common,B1 flg,B2 flg,B3 flg,Query Mass,Name,Formula,Exact Mass,PPM Error,PubChem CID,HMDB,LIPID MAPS,KEGG,MMCD,METLIN,parser
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"Acetonitrile, 2,2'-((6-amino-1,3,5-triazine-2,4-diyl)diimino)bis-",C7H8N8,204.0871923,6,,,,,,309064,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,2-cyano-N-(4-ethoxyphenyl)acetamide,C11H12N2O2,204.0898776,6,,,,,,308416,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"4-Ethyl-1-phenylpyrazolidine-3,5-dione",C11H12N2O2,204.0898776,6,,,,,,302949,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"N-[(2-oxo-1,3-dihydroindol-3-yl)methyl]acetamide",C11H12N2O2,204.0898776,6,,,,,,296516,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,3-Ethyl-2-methyl-7-nitro-1H-indole,C11H12N2O2,204.0898776,6,,,,,,295812,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"1H-Benzimidazole-1-acetic acid, ethyl ester",C11H12N2O2,204.0898776,6,,,,,,295294,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Methyl 3-(aminomethyl)-1H-indole-4-carboxylate,C11H12N2O2,204.0898776,6,,,,,,279950,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"D,L-3-Indolylglycine Methyl Ester",C11H12N2O2,204.0898776,6,,,,,,279220,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"Sydnone, 4-isopropyl-3-phenyl-",C11H12N2O2,204.0898776,6,,,,,,277316,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Methyl 3-(aminomethyl)-1H-indole-6-carboxylate,C11H12N2O2,204.0898776,6,,,,,,277013,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"2-Benzyl-5-(hydroxymethyl)-1,2-dihydro-3H-pyrazol-3-one",C11H12N2O2,204.0898776,6,,,,,,275156,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"2-(Dimethoxymethyl)-1,8-naphthyridine",C11H12N2O2,204.0898776,6,,,,,,271838,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,"Phenol, 4-isocyano-3,5-dimethyl-, methylcarbamate (ester)",C11H12N2O2,204.0898776,6,,,,,,268542,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,l-Tryptophan,C11H12N2O2,204.0898776,6,,,,,,268269,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,dl-Tryptophan,C11H12N2O2,204.0898776,6,,,,,,268266,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,DL-Tryptophan,C11H12N2O2,204.0898776,6,,,,,,65534,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,ethotoin,C11H12N2O2,204.0898776,6,,,,,,4017,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Idazoxan,C11H12N2O2,204.0899,6,54459,,,C10968,,68730,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Vasicinol,C11H12N2O2,204.0899,6,442934,,,C10743,,68543,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,4-Hydroxyantipyrine,C11H12N2O2,204.0898776,6,98889,HMDB0060878,,,,,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Nirvanol;S-nirvanol,C11H12N2O2,204.0898776,6,91480;6540813,HMDB0060533;HMDB0060967, ,C14916;, ,70418;,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,Ethotoin,C11H12N2O2,204.0898776,6,3292,HMDB0014892,,C07839,,276596,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,3-Hydroxymethylantipyrine,C11H12N2O2,204.0898776,6,123963,HMDB0013840,,,,85279,131
134,204.0844696,204.08,204.0892213,83.02878185,81.40765886,84.09357021,373,255,118,351.9166935,958.0341909,975.4577334,[69][M+1]+,,48,1,1,1,1,1,204.0844696,L-Tryptophan;D-Tryptophan;(Ã‚Â±)-Tryptophan,C11H12N2O2,204.0898776,6,6305;9060;1148,HMDB0000929;HMDB0013609;HMDB0030396,  ,C00078;C00525;C00806,  ,33;65364;,131
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Ethyl 2-oxo-4-(pyridin-4-yl)but-3-enoate,C11H11NO3,205.0738932,7,,,,,,340368,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Ethyl 2-oxo-4-(pyridin-3-yl)but-3-enoate,C11H11NO3,205.0738932,7,,,,,,340364,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"1H-Isoindole-1,3(2H)-dione, 2-(ethoxymethyl)-",C11H11NO3,205.0738932,7,,,,,,339672,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,7-Amino-4-(methoxymethyl)-2H-chromen-2-one,C11H11NO3,205.0738932,7,,,,,,338439,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,4-Propyl-6-(trifluoromethyl)pyridin-3-ol,C9H10F3NO,205.0714486,4,,,,,,336282,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Methyl 3-(cyanomethyl)-2-methoxybenzoate,C11H11NO3,205.0738932,7,,,,,,335464,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Ethyl 3-cyano-5-methoxybenzoate,C11H11NO3,205.0738932,7,,,,,,334440,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,2-[6-(Trifluoromethyl)pyridin-3-yl]propan-2-ol,C9H10F3NO,205.0714486,4,,,,,,333962,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"3-Benzyl-5-methyl-1,3-oxazolidine-2,4-dione",C11H11NO3,205.0738932,7,,,,,,329916,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"2H-1-Benzopyran, 2,2-dimethyl-3-nitro-",C11H11NO3,205.0738932,7,,,,,,308199,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"3H-Indol-3-one, 1-acetyl-1,2-dihydro-2-methoxy-",C11H11NO3,205.0738932,7,,,,,,307104,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,o-(2-Propynyloxy)phenyl methylcarbamate,C11H11NO3,205.0738932,7,,,,,,305846,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"Methyl 2-ethyl-1,3-benzoxazole-5-carboxylate",C11H11NO3,205.0738932,7,,,,,,296556,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Oxyhydrastinine,C11H11NO3,205.0738932,7,,,,,,295398,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,JPB 5,C11H11NO3,205.0738932,7,,,,,,293746,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"1-(4-methoxyphenyl)pyrrolidine-2,5-dione",C11H11NO3,205.0738932,7,,,,,,291587,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,2-[3-(trifluoromethyl)phenoxy]ethanamine,C9H10F3NO,205.0714486,4,,,,,,288244,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"3-Nitro-6,7,8,9-tetrahydro-5H-benzo[7]annulen-5-one",C11H11NO3,205.0738932,7,,,,,,286488,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,2-[(Propan-2-yl)oxy]-6-(trifluoromethyl)pyridine,C9H10F3NO,205.0714486,4,,,,,,285228,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,[5-(1-Cyanocyclopropyl)-2-fluorophenyl]boronic acid,C10H9BFNO2,205.0710371,6,,,,,,280236,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,5-amino-4-hydroxy-2-(4-methylphenyl)furan-3-one,C11H11NO3,205.0738932,7,,,,,,278327,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,1-[4-Methoxy-3-(trifluoromethyl)phenyl]methanamine,C9H10F3NO,205.0714486,4,,,,,,274304,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,O-{2-[4-(Trifluoromethyl)phenyl]ethyl}hydroxylamine,C9H10F3NO,205.0714486,4,,,,,,272772,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,O-{2-[2-(Trifluoromethyl)phenyl]ethyl}hydroxylamine,C9H10F3NO,205.0714486,4,,,,,,272767,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,2-Hydroxy-1-(2-isocyanatophenyl)-2-methylpropan-1-one,C11H11NO3,205.0738932,7,,,,,,271642,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,"4-[(1,3-Dioxolan-2-yl)methoxy]benzonitrile",C11H11NO3,205.0738932,7,,,,,,270916,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,N-(3-Hydroxypropyl)phthalimide,C11H11NO3,205.0738932,7,,,,,,85158,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Swietenidin B,C11H11NO3,205.0739,7,442933,,,C10741,,68541,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Gentianamine,C11H11NO3,205.0739,7,442535,,,C09961,,68048,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,3-Indolehydracrylic acid,C11H11NO3,205.0738932,7,69733299,HMDB0059765,,,,,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Methyl 1-methoxy-1H-indole-3-carboxylate,C11H11NO3,205.0738932,7,10465540,HMDB0032755,,,,88682,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Edulitine,C11H11NO3,205.0738932,7,826073,HMDB0030179,,,,,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Cinnamoylglycine,C11H11NO3,205.0738932,7,709625,HMDB0011621,,,,34534,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,5-Methoxyindoleacetate,C11H11NO3,205.0738932,7,18986,HMDB0004096,,C05660,,7016,132
135,205.0680116,205.0602291,205.0735777,123.4623918,122.2542683,124.6935171,365,251,114,68.15283121,130.6105818,90.87028278,[22][M+1]+,,10,0,0,1,0,0,205.0680116,Indolelactic acid,C11H11NO3,205.0738932,7,92904,HMDB0000671,,C02043,,71,132
136,208.8452194,208.84,208.8475061,20.54446994,19.56691236,21.35490597,373,255,118,1460.990947,1403.198326,1692.474498,,,140,1,1,1,1,1,,,,,,,,,,,,
137,210.8424027,210.8401652,210.8454043,20.54446994,20.20155677,21.35490597,373,255,118,1947.638296,1871.693831,2186.337758,,,140,1,1,1,1,1,,,,,,,,,,,,
138,212.0008241,211.9993384,212.0027556,86.56206419,83.16451694,92.59820627,373,255,118,862.8019264,9143.005228,9828.410992,,,225,0,0,1,0,0,212.0008241,"Urea, N,N'-bis(2-chloroethyl-2,2-d2)-N-nitroso-",C5H9Cl2N3O2,213.0071819,4,,,,,,316138,-1
138,212.0008241,211.9993384,212.0027556,86.56206419,83.16451694,92.59820627,373,255,118,862.8019264,9143.005228,9828.410992,,,225,0,0,1,0,0,212.0008241,Indoxylsulfuric acid,C8H7NO4S,213.009581,6,,,,,,253,-1
138,212.0008241,211.9993384,212.0027556,86.56206419,83.16451694,92.59820627,373,255,118,862.8019264,9143.005228,9828.410992,,,225,0,0,1,0,0,212.0008241,Carmustine,C5H9Cl2N3O2,213.007182,4,2578,HMDB0014407,,C06873,,545,-1
138,212.0008241,211.9993384,212.0027556,86.56206419,83.16451694,92.59820627,373,255,118,862.8019264,9143.005228,9828.410992,,,225,0,0,1,0,0,212.0008241,Indoxyl sulfate,C8H7NO4S,213.0095784,6,10258,HMDB0000682,,,,,-1
139,212.8394491,212.8371866,212.8417451,20.54684745,19.5100052,21.35490597,373,255,118,926.1675279,833.7869022,1002.898472,,,140,1,1,1,1,1,,,,,,,,,,,,
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,"1-Hexyne, 1-[(trifluoromethyl)sulfonyl]-",C7H9F3O2S,214.0275352,2,,,,,,308923,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,"2-chloro-1,10-phenanthroline",C12H7ClN2,214.0297759,7,,,,,,307435,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,"1,3-Dithiolane, 2-(p-fluorophenyl)-2-methyl-",C10H11FS2,214.0286206,2,,,,,,302888,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,Benzodipyrones,C12H6O4,214.0266087,7,,,,,,288202,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,Lithium naphthalene-2-sulphonate,C10H7LiO3S,214.0275946,2,,,,,,283274,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,5-Hydroxynaphthalenedicarboxylic anhydride,C12H6O4,214.0266087,7,,,,,,279068,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,Dimethyl (thiophen-3-yl)propanedioate,C9H10O4S,214.0299798,8,,,,,,275406,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,[(Butan-2-yl)selanyl]benzene,C10H14Se,214.0260717,9,,,,,,274916,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,2-chloro-6-phenylnicotinonitrile,C12H7ClN2,214.0297759,7,,,,,,274734,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,Dimethyl (thiophen-2-yl)propanedioate,C9H10O4S,214.0299798,8,,,,,,267675,-1
140,213.0208547,213.0196535,213.0230023,154.4043707,148.1174945,158.3017993,373,255,118,51.20552491,980.1439123,1006.53946,,,22,1,1,1,1,1,213.0208547,"Dibenzo[1,4]dioxin-2,3-dione",C12H6O4,214.0266,7,192833,,,C03861,,66068,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,Methyl 10-oxoundecanoate,C12H22O3,214.1568946,7,,,,,,338732,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,"3-O-Acetyl-1,5-anhydro-2-butyl-2,4-dideoxy-4-methylpentitol",C12H22O3,214.1568946,7,,,,,,326772,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,Ethyl 2-acetyloctanoate,C12H22O3,214.1568946,7,,,,,,326496,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",C12H22O3,214.1568946,7,,,,,,311198,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,"3-O-Acetyl-1,5-anhydro-2,4-dideoxy-2-pentylpentitol",C12H22O3,214.1568946,7,,,,,,309719,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,3-methylbutyl 2-hydroxycyclohexane-1-carboxylate,C12H22O3,214.1568946,7,,,,,,294363,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,2-Ethylbutyric anhydride,C12H22O3,214.1568946,7,,,,,,289755,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,9-Oxodecyl acetate,C12H22O3,214.1568946,7,,,,,,275920,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,3-oxo-dodecanoic acid,C12H22O3,214.1568946,7,,,,,,74729,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,"5-Dodecenoic acid, 3-hydroxy-, [R-(Z)]-",C12H22O3,214.1568946,7,,,,,,74619,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,6-hydroxy-4-dodecanolide,C12H22O3,214.156895,7,54516149,,LMFA07040043,,,97398,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,7-Oxododecanoic acid,C12H22O3,214.156895,7,14402358,,LMFA01060184,,,45866,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,5-Oxododecanoic acid,C12H22O3,214.156895,7,3250790,,LMFA01060183,,,45865,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,2-oxo-dodecanoic acid,C12H22O3,214.156895,7,5312887,,LMFA01060090,,,74728,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,12-oxo-dodecanoic acid,C12H22O3,214.156895,7,77563,,LMFA01060089,,,74727,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,11-oxo-dodecanoic acid,C12H22O3,214.156895,7,547024,,LMFA01060088,,,74726,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,9-keto lauric acid,C12H22O3,214.156895,7,5282988,,LMFA01060040,,,35734,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,4-keto lauric acid,C12H22O3,214.156895,7,5282987,,LMFA01060039,,,35733,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,3R-hydroxy-5Z-dodecenoic acid,C12H22O3,214.156895,7,5312807,,LMFA01050254,,,35609,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,12-hydroxy-3Z-dodecenoic acid,C12H22O3,214.156895,7,5312747,,LMFA01050170,,,74548,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,10-hydroxy-11-dodecenoic acid,C12H22O3,214.156895,7,5312746,,LMFA01050169,,,74547,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,12-hydroxy-10-dodecenoic acid,C12H22O3,214.156895,7,5312745,,LMFA01050168,,,74546,-1
141,213.1479068,213.14,213.1532053,230.2237623,215.1438108,232.6576178,402,251,118,638.7079142,133.325964,126.7153544,,,282,1,0,1,1,0,213.1479068,4-Acetoxy-2-hexyltetrahydrofuran,C12H22O3,214.1568946,7,61457,HMDB0037398,,,,92315,-1
